canttell,Result Number,Article Title,Abstract,DOI...4,DOI...5,Author Full Names,Source Title,Author Keywords,Keywords Plus,Affiliations,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Start Page,End Page,Article Number,...26
FALSE,609,Understanding the Impact of Observation Data Uncertainty on Probabilistic Streamflow Forecasts Using a Dynamic Hierarchical Model,"Earlier researches have proposed algorithms to quantify the measurement uncertainty in rating curves and found that the magnitude of the uncertainty can be significant enough to impact hydrologic modeling. Therefore, they suggested frameworks to include measurement uncertainty in the rating curve to make it robust. Despite their efforts, a robust rating curve is often ignored in traditional practices, considering the investment of time and money as well as the resulting benefit from it. In the current research, we are interested in understanding the role of the measurement error variance in real-time streamflow forecasting. Our objectives are (i) to employ a state-of-the-art statistical forecasting model that can handle measurement uncertainty in daily streamflow and (ii) to understand the trade-off in forecasting performance when substantial knowledge regarding the measurement uncertainty is provided to the modeler. We apply the Bayesian dynamic hierarchical model (BDHM) on four gauging sites in the United States. Results show that the BDHM performs better than the daily climatology and local linear regression model. Also, the forecast variance changes proportionally with the change in the error variance as an input in the observation equation. Following this, we design a simulation-based study, which assigns the measurement error in the reported streamflow to obtain multiple realizations of the true streamflow. The inclusion of substantial knowledge about the true error improves the BDHM's performance by lowering the CRPS (continuous rank probability score) values. However, the inclusion increases the forecast variance to bring the true streamflow within the sampling variability of the forecasted streamflow. Overall, an improved trade-off between the success rate of forecasts and the forecast variance can be achieved by including the measurement error in the BDHM for rivers that witness less dispersed streamflow data. Plain Language Summary Rating curve uncertainty is one of the major sources of measurement uncertainty in reported streamflow. It occurs when a precalibrated stage-discharge relationship curve is used to indirectly measure the streamflow volume based on river stage measurement. Considering the cost and time involved to include the uncertainty in reported streamflow, rating curve uncertainty is often ignored in traditional streamflow modeling practices. The current study adopts a state-of-the-art statistical model that can include rating curve uncertainty while issuing daily streamflow forecasts 1 to 3 days in advance. The study found that a proper knowledge of rating curve uncertainty at a gauge site significantly improves the forecasting of true streamflow. Key Points Bayesian dynamic hierarchical model (BDHM) can include the measurement uncertainty that has a substantial impact on real-time forecasting BDHM efficiently predicts the reported streamflow 1 to 3 days in advance while compared with the daily climatology and a semiparametric forecasting model Knowledge of the measurement uncertainty improves the overall performance of BDHM in predicting the true streamflows",https://doi.org/10.1029/2019WR025463,10.1029/2019WR025463,"Das Bhowmik, Rajarshi; Ng, Tze Ling; Wang, Jui-Pin",WATER RESOURCES RESEARCH,uncertainty; measurement error; Bayesian; BDHM; forecasting; Streamflow,RATING-CURVE UNCERTAINTY; RIVER DISCHARGE; FLOOD; CALIBRATION; ERROR; SCORE,NA,AMER GEOPHYSICAL UNION,WASHINGTON,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",0043-1397,1944-7973,NA,WATER RESOUR RES,Water Resour. Res.,APR,2020,56,4,NA,NA,NA,NA
FALSE,613,Integrating VGI and 2D hydraulic models into a data assimilation framework for real time flood forecasting and mapping,"Crowdsourced data can effectively observe environmental and urban ecosystem processes. The use of data produced by untrained people into flood forecasting models may effectively allow Early Warning Systems (EWS) to better perform while support decision-making to reduce the fatalities and economic losses due to inundation hazard. In this work, we develop a Data Assimilation (DA) method integrating Volunteered Geographic Information (VGI) and a 2D hydraulic model and we test its performances. The proposed framework seeks to extend the capabilities and performances of standard DA works, based on the use of traditional in situ sensors, by assimilating VGI while managing and taking into account the uncertainties related to the quality, and the location and timing of the entire set of observational data. The November 2012 flood in the Italian Tiber River basin was selected as the case study. Results show improvements of the model in terms of uncertainty with a significant persistence of the model updating after the integration of the VGI, even in the case of use of few-selected observations gathered from social media. This will encourage further research in the use of VGI for EWS considering the exponential increase of quality and quantity of smartphone and social media user worldwide.",https://doi.org/10.1080/10095020.2019.1626135,10.1080/10095020.2019.1626135,"Annis, Antonio; Nardi, Fernando",GEO-SPATIAL INFORMATION SCIENCE,Crowdsourced data; VGI; data assimilation (DA); flood forecasting; 2D hydraulic modelling,VOLUNTEERED GEOGRAPHIC INFORMATION; HYDROLOGICAL DATA ASSIMILATION; SOCIAL MEDIA; SEQUENTIAL ASSIMILATION; STREAMFLOW OBSERVATIONS; INTERPOLATION; BASIN; PRECIPITATION; HYDROGRAPH; CLIMATE,NA,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1009-5020,1993-5153,NA,GEO-SPAT INF SCI,Geo-Spat. Inf. Sci.,2-Oct,2019,22,4,223,236,NA,NA
FALSE,615,Integrating weather and climate predictions for seamless hydrologic ensemble forecasting: A case study in the Yalong River basin,"Despite the tremendous improvement made in numerical weather and climate models over the recent years, the forecasts generated by those models still cannot be used directly for hydrological forecasting. A post-processor like the Ensemble Pre-Processor (EPP) developed by U.S. National Weather Service must be used to remove various biases and to extract useful predictive information from those forecasts, In this paper, we investigate how different designs of canonical events in the EPP can help post-process precipitation forecasts from the Global Ensemble Forecast System (GEFS) and Climate Forecast System Version 2 (CFSv2). The use of canonical events allow those products to be linked seamlessly and then the post-processed ensemble precipitation forecasts can be generated using the Schaake Shuffle procedure. We used the post-processed ensemble precipitation forecasts to drive a distributed hydrological model to obtain ensemble streamflow forecasts and evaluated those forecasts against the observed streamflow. We found that the careful design of canonical events can help extract more useful information, especially when up-to-date observed precipitation is used to setup the canonical events. We also found that streamflow forecasts using post-processed precipitation forecasts have longer lead times and higher accuracy than streamflow forecasts made by traditional Extend Streamflow Prediction (ESP) and the forecasts based on original GEFS and CFSv2 precipitation forecasts. (C) 2017 Elsevier B.V. All rights reserved.",https://doi.org/10.1016/j.jhydrol.2017.01.053,10.1016/j.jhydrol.2017.01.053,"Ye, Aizhong; Deng, Xiaoxue; Ma, Feng; Duan, Qingyun; Zhou, Zheng; Du, Chao",JOURNAL OF HYDROLOGY,Ensemble forecasts; Precipitation; Streamflow; Canonical events; Schaake shuffle,MODEL CONDITIONAL PROCESSOR; PRECIPITATION FORECAST; UNCERTAINTY; SYSTEM,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-1694,1879-2707,NA,J HYDROL,J. Hydrol.,APR,2017,547,NA,196,207,NA,NA
FALSE,617,Assessment of an ensemble seasonal streamflow forecasting system for Australia,"Despite an increasing availability of skilful longrange streamflow forecasts, many water agencies still rely on simple resampled historical inflow sequences (stochastic scenarios) to plan operations over the coming year. We assess a recently developed forecasting system called forecast guided stochastic scenarios (FoGSS) as a skilful alternative to standard stochastic scenarios for the Australian continent. FoGSS uses climate forecasts from a coupled oceanland-atmosphere prediction system, post-processed with the method of calibration, bridging and merging. Ensemble rainfall forecasts force a monthly rainfall-runoff model, while a staged hydrological error model quantifies and propagates hydrological forecast uncertainty through forecast lead times. FoGSS is able to generate ensemble streamflow forecasts in the form of monthly time series to a 12-month forecast horizon. FoGSS is tested on 63 Australian catchments that cover a wide range of climates, including 21 ephemeral rivers. In all perennial and many ephemeral catchments, FoGSS provides an effective alternative to resampled historical inflow sequences. FoGSS generally produces skilful forecasts at shorter lead times (< 4 months), and transits to climatologylike forecasts at longer lead times. Forecasts are generally reliable and unbiased. However, FoGSS does not perform well in very dry catchments (catchments that experience zero flows more than half the time in some months), sometimes producing strongly negative forecast skill and poor reliability. We attempt to improve forecasts through the use of (i) ESP rainfall forcings, (ii) different rainfall-runoff mod-els, and (iii) a Bayesian prior to encourage the error model to return climatology forecasts in months when the rainfallrunoff model performs poorly. Of these, the use of the prior offers the clearest benefit in very dry catchments, where it moderates strongly negative forecast skill and reduces bias in some instances. However, the prior does not remedy poor reliability in very dry catchments. Overall, FoGSS is an attractive alternative to historical inflow sequences in all but the driest catchments. We discuss ways in which forecast reliability in very dry catchments could be improved in future work.",https://doi.org/10.5194/hess-21-6007-2017,10.5194/hess-21-6007-2017,"Bennett, James C.; Wang, Quan J.; Robertson, David E.; Schepen, Andrew; Li, Ming; Michael, Kelvin",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,PRECIPITATION; RAINFALL; MODEL; SKILL; CALIBRATION; DROUGHT,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,30-Nov,2017,21,12,6007,6030,NA,NA
FALSE,618,"Postprocessing continental-scale, medium-range ensemble streamflow forecasts in South America using Ensemble Model Output Statistics and Ensemble Copula Coupling","Probabilistic hydrological forecasting and ensemble techniques have leveraged streamflow prediction at regional to continental scales up to several weeks in advance. However, ensembles that only account for meteorological forecast uncertainty are typically biased and subject to dispersion errors, thus limiting their use for rational decision-making and optimization systems. Statistical postprocessing is therefore necessary to convert ensemble forecasts into calibrated and sharp predictive distributions, and it should also account for dependencies between lead times to enable realistic forecast trajectories. This work provides a continental-scale assessment of the use of statistical postprocessing on medium-range, ensemble streamflow forecasts over South America (SA). These forecasts were produced through a large-scale hydrologic-hydrodynamic model forced with a global precipitation dataset and ECMWF reforecast data. The Ensemble Model Output Statistics (EMOS) technique was used to generate conditional predictive distributions in 488 locations at each forecast lead time, while the Ensemble Copula Coupling method with the transformation scheme (ECC-T) was applied to derive ensemble traces from EMOS distributions. Postprocessed streamflow forecasts were cross-validated for the period from 1996 to 2014 using a range of verification metrics. Results showed that the skill and reliability of EMOS forecasts substantially improve over the raw ensembles, and that EMOS leads to skillful predictions relative to discharge climatology and persistence forecasts up to 15 days in advance in most locations. Furthermore, EMOS results in predictive distributions that are generally sharper than the climatology. Limitations in depicting autocorrelations of forecast trajectories were observed in rivers for which the raw ensemble spread is very low and EMOS has to largely increase dispersion, especially at short lead times. The study's findings suggest that combining a continental-scale hydrological model with EMOS and ECC-T methods can lead to skillful predictions and realistic ensemble traces in several locations in SA, even if in situ hydrometeorological observations are not available in real time.",https://doi.org/10.1016/j.jhydrol.2021.126520,10.1016/j.jhydrol.2021.126520,"Siqueira, Vinicius Alencar; Weerts, Albrecht; Klein, Bastian; Fan, Fernando Mainardi; Dias de Paiva, Rodrigo Cauduro; Collischonn, Walter",JOURNAL OF HYDROLOGY,EMOS; ECC; South America; Ensemble forecasting; Post-processing; Medium-range,PREDICTIVE UNCERTAINTY ASSESSMENT; HYDROLOGICAL ENSEMBLE; PROBABILISTIC FORECASTS; CONDITIONAL PROCESSOR; PRECIPITATION; RUNOFF; RESOLUTION; SYSTEM; BASIN; CALIBRATION,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-1694,1879-2707,NA,J HYDROL,J. Hydrol.,SEP,2021,600,NA,NA,NA,126520,NA
FALSE,619,A hierarchical Bayesian model for regionalized seasonal forecasts: Application to low flows in the northeastern United States,"This study presents a regional, probabilistic framework for seasonal forecasts of extreme low summer flows in the northeastern United States conditioned on antecedent climate and hydrologic conditions. The model is developed to explore three innovations in hierarchical modeling for seasonal forecasting at ungaged sites: (1) predictive climate teleconnections are inferred directly from ocean fields instead of predefined climate indices, (2) a parsimonious modeling structure is introduced to allow climate teleconnections to vary spatially across streamflow gages, and (3) climate teleconnections and antecedent hydrologic conditions are considered jointly for regional forecast development. The proposed model is developed and calibrated in a hierarchical Bayesian framework to pool regional information across sites and enhance regionalization skill. The model is validated in a cross-validation framework along with five simpler nested formulations to test specific hypotheses embedded in the full model structure. Results indicate that each of the three innovations improve out-of-sample summer low-flow forecasts, with the greatest benefits derived from the spatially heterogeneous effect of climate teleconnections. We conclude with a discussion of possible model improvements from a better representation of antecedent hydrologic conditions at ungaged sites.",https://doi.org/10.1002/2016WR019605,10.1002/2016WR019605,"Ahn, Kuk-Hyun; Palmer, Richard; Steinschneider, Scott",WATER RESOURCES RESEARCH,seasonal forecast; regionalization; low flow; hierarchical Bayesian,FLOOD FREQUENCY-ANALYSIS; INCORPORATING SPATIAL DEPENDENCE; CONNECTICUT RIVER-BASIN; LAND-USE CHANGE; REGRESSION TECHNIQUES; UNGAUGED SITES; ANNUAL MAXIMUM; L-MOMENTS; CLIMATE; VARIABILITY,NA,AMER GEOPHYSICAL UNION,WASHINGTON,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",0043-1397,1944-7973,NA,WATER RESOUR RES,Water Resour. Res.,JAN,2017,53,1,503,521,NA,NA
FALSE,627,Use of rainfall forecast from a high-resolution global NWP model in a hydrological stream flow model over Narmada river basin during monsoon,"Use of NWP model rainfall forecast is useful for hydrological modelling for river basins for flood and water management. In this study, the SWAT model is applied to the Narmada river basin to estimate the surface runoff. The capability of the model is tested for the south west monsoon season (June-September) of 2016 and validated against the NCUM global NWP model forecast data up to Day-5. Two heavy rainfall events are used for verification of the global model forecast with the observed data. The two verification events occurring during 1 July to 15 July (mean of 15 days) and 30 Aug to 11 Sept (mean of 12 days) are considered. Using Arc GIS sub watershed boundaries, the drainage network, slope, land use map and soil map are generated for the whole Narmada river basin. The surface runoff is computed by forcing with observed rainfall data as well as the NCUM model rainfall forecasts data as input to the SWAT model. Model simulations are compared at five stations of Narmada namely-Balkheri, Sandia, Handia, Hoshangabad and Garudeshwar. Initially, the NCUM model rainfall forecast is compared with the actual observation to evaluate the model performances in terms of bias estimation. Then the surface runoff is computed using the observed rainfall data and NCUM forecast data up to Day-5 and made a comparison to evaluate the SWAT model performances. It is shown that the estimated surface runoff during the two active phases is simulated well with some overestimation during the season. The skill of hydrological simulations is examined during different length of forecasts. It is seen that the SWAT model output performance is related to the NWP rainfall forecast skills. NCUM global NWP model is overestimating rainfall amount (wet bias) by 50-70 mm/day over the basin during the two active phases. Further, in all the days' forecasts, the model is showing wet bias over the upper part of the Narmada river basin and a dry bias over the lower part of the basin. The dry bias is seen to be around 5-35 mm/day.",https://doi.org/10.1007/s40808-018-0436-y,10.1007/s40808-018-0436-y,"Goswami, Suresh Band; Bal, Prasanta Kumar; Mitra, Ashis K.",MODELING EARTH SYSTEMS AND ENVIRONMENT,NWP rainfall forecast; SWAT; Surface runoff; Narmada river basin,SCS-CN METHOD; CLIMATE; RUNOFF,NA,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",2363-6203,2363-6211,NA,MODEL EARTH SYST ENV,Model. Earth Syst. Environ.,SEP,2018,4,3,1029,1040,NA,NA
FALSE,633,Ensemble gene expression programming: a new approach for evolution of parsimonious streamflow forecasting model,"A precise forecast of streamflow in intermittent rivers is of major difficulties and challenges in watershed management, particularly in arid and semiarid regions. The present research study introduces an ensemble gene expression programming (EGEP) modeling approach to 1- and 2-day ahead streamflow forecasts that meet both accuracy and simplicity criteria of an applied model. Three main components of the proposed EGEP approach which are capable of producing a parsimonious model include (i) creating a population of suitable solutions using classic genetic programming (GP) instead of a single solution, (ii) combining the solutions throughout gene expression programming, and (iii) parsimony selection based upon trade-off analysis between the complexity and accuracy of the best-evolved solutions at the holdout validation set. The EGEP model was trained and verified using the streamflow measurements from the Shahrchay River lying northwest of Iran. Several statistical indicators were computed for verification of the ensemble models' accuracy with that of classic GP and artificial neural network models developed as the benchmarks. Our results revealed that the EGEP outperforms the benchmarks. It is an explicit, simple, and precise approach and, therefore, worthy to be used in practice.",https://doi.org/10.1007/s00704-019-02982-x,10.1007/s00704-019-02982-x,"Rahmani-Rezaeieh, Aidin; Mohammadi, Mirali; Danandeh Mehr, Ali",THEORETICAL AND APPLIED CLIMATOLOGY,NA,ARTIFICIAL-INTELLIGENCE METHODS; NEURAL-NETWORKS; WAVELET; PERFORMANCE; PREDICTION; PARADIGM; ANN,NA,SPRINGER WIEN,WIEN,"SACHSENPLATZ 4-6, PO BOX 89, A-1201 WIEN, AUSTRIA",0177-798X,1434-4483,NA,THEOR APPL CLIMATOL,Theor. Appl. Climatol.,JAN,2020,139,2-Jan,549,564,NA,NA
FALSE,634,Seasonal predictability of water resources in a Mediterranean freshwater reservoir and assessment of its utility for end-users0,"In this study we explore the seasonal predictability of water resources in a Mediterranean environment (the Boadella reservoir, in north-eastern Spain). Its utility for end-users is assessed through the analysis of economic value curve areas (EVA). Firstly, we have built monthly multiple linear regression (MLR) models for the in-flow, out-flow and volume anomalies by identifying the underlying relationships between these predictands and their potential predictors, both meteorological and human influenced: rainfall, maximum and minimum temperatures, reservoir volume and discharge. Subsequently, we have forecast the monthly anomalies with these models for the period 1981-2010 (up to seven months ahead). We have tested the aforementioned models with four strategies in a leave-one-out cross-validation procedure (LOOCV): a) Climatology (Clim.), b) persistence (Pers.), c) antecedent observations + climatology (A + Clim.), d) antecedent observations + European Centre for Medium-range Weather Forecasts (ECMWF) System 4 anomalies (A + S4). Climatology is the operational strategy against which the other approximations are compared. The second and third approaches only use observations as input data. Finally, the last one combines both observations and ECMWF System 4 forecasts. The LOOCV revealed that reservoir volume is the variable best described by the MLR models, followed by in-flow and out-flow anomalies. In the case of volume anomalies, the predictability displayed provides added value with respect to climatology with a minimum of four months in advance. For in-flow and out-flow this is true at one month ahead, and regarding the latter variable we encounter enhanced predictability also at longer horizons for the summer months, when water demands peak (a valuable result for end-users). Hence, there is a window of opportunity to develop future operational frameworks that could outperform the use of climatology for these variables and forecast horizons. (C) 2016 Elsevier B.V. All rights reserved.",https://doi.org/10.1016/j.scitotenv.2016.09.080,10.1016/j.scitotenv.2016.09.080,"Marcos, Raul; Carmen Llasat, Ma; Quintana-Segui, Pere; Turco, Marco",SCIENCE OF THE TOTAL ENVIRONMENT,Seasonal forecast; Water management; Climate services; Mediterranean; ECMWF System 4; Reservoir,ENSEMBLE PREDICTION; CLIMATE VARIABILITY; SURFACE-WATER; SUMMER FIRES; SPIN-UP; FORECASTS; PRECIPITATION; GROUNDWATER; IMPACT; TEMPERATURE,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0048-9697,1879-1026,NA,SCI TOTAL ENVIRON,Sci. Total Environ.,1-Jan,2017,575,NA,681,691,NA,NA
FALSE,635,Evaluating skill and robustness of seasonal meteorological and hydrological drought forecasts at the catchment scale - Case Catalonia (Spain),"Robust sub-seasonal and seasonal drought forecasts are essential for water managers and stakeholders coping with water shortage. Many studies have been conducted to evaluate the performance of hydrological forecasts, that is, streamflow. Nevertheless, only few studies evaluated the performance of hydrological drought forecasts. The objective of this study, therefore, is to analyse the skill and robustness of meteorological and hydrological drought forecasts on a catchment scale (the Ter and Llobregat rivers in Catalonia, Spain), rather than on a continental or global scale. Meteorological droughts were forecasted using downscaled (5 km) probabilistic weather reforecasts (ECMWF-SEAS4). These downscaled data were also used to produce hydrological drought forecasts, derived from time series of streamflow data simulated with a hydrological model (LISFLOOD). This resulted in seasonal hydro-meteorological reforecasts with a lead time up to 7 months, for the time period 2002-2010. These monthly reforecasts were compared to two datasets: (1) droughts derived from a proxy for observed data, including gridded precipitation data and discharge simulated by the LISFLOOD model, fed by these gridded climatological data; and (2) droughts derived from in situ observed precipitation and discharge. Results showed that the skill of hydrological drought forecasts is higher than the climatology, up to 3-4 months lead time. On the contrary, meteorological drought forecasts, analysed using the Standardized Precipitation Index (SPI), do not show added value for short accumulation times (SPI1 and SPI3). The robustness analysis showed that using either a less extreme or a more extreme threshold leads to a large change in forecasting skill, which points at a rather low robustness of the hydrological drought forecasts. Because the skill found in hydrological drought forecasts is higher than the meteorological ones in this case study, the use of hydrological drought forecasts in Catalonia is highly recommended for management of water resources.",https://doi.org/10.1016/j.envint.2019.105206,10.1016/j.envint.2019.105206,"Van Hateren, Theresa C.; Sutanto, Samuel J.; Van Lanen, Henny A. J.",ENVIRONMENT INTERNATIONAL,Hydro-meteorological droughts; Catchment scale; Forecasting skill; Sensitivity analysis,PARAMETER OPTIMIZATION; UNCERTAINTY ASSESSMENT; STREAMFLOW SIMULATION; ENSEMBLE PREDICTION; SOIL-MOISTURE; PRECIPITATION; PREDICTABILITY; IMPLEMENTATION; PROPAGATION; EUROPE,NA,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0160-4120,1873-6750,NA,ENVIRON INT,Environ. Int.,DEC,2019,133,NA,NA,NA,105206,NA
FALSE,636,Evaluation of a global ensemble flood prediction system in Peru,"Flood early warning systems play a more substantial role in risk mitigation than ever before. Hydrological forecasts, which are an essential part of these systems, are used to trigger action against floods around the world. This research presents an evaluation framework, where the skills of the Global Flood Awareness System (GloFAS) are assessed in Peru for the years 2009-2015. Simulated GloFAS discharges are compared against observed ones for 10 river gauges. Forecasts skills are assessed from two perspectives: (i) by calculating verification scores at every river section against simulated discharges and (ii) by comparing the flood signals against reported events. On average, river sections with higher discharges and larger upstream areas perform better. Raw forecasts provide correct flood signals for 82% of the reported floods, but exhibit low verification scores. Post-processing of raw forecasts improves most verification scores, but reduces the percentage of the correctly forecasted reported events to 65%.",https://doi.org/10.1080/02626667.2019.1617868,10.1080/02626667.2019.1617868,"Bischiniotis, Konstantinos; van den Hurk, Bart; Zsoter, Ervin; de Perez, Erin Coughlan; Grillakis, Manolis; Aerts, Jeroen C. J. H.",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,flood; early warning; forecast; bias-correction; risk; ensemble streamflow predictions,STREAMFLOW PREDICTIONS; HYDROLOGICAL MODEL; WEATHER; CLIMATE; FORECASTS; CALIBRATION; RISK; QUANTIFICATION; PRECIPITATION; VERIFICATION,NA,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",0262-6667,2150-3435,NA,HYDROLOG SCI J,Hydrol. Sci. J.-J. Sci. Hydrol.,27-Jul,2019,64,10,1171,1189,NA,NA
FALSE,637,A data-driven model for real-time water quality prediction and early warning by an integration method,"Due to increasingly serious deterioration of surface water quality, effective water quality prediction technique for real-time early warning is essential to guarantee the emergency response ability in advance for sustainable water management. In this study, an effective data-driven model for surface water quality prediction is developed to analyze the inherent water quality variation tendencies and provide real-time early warnings according to the historical observation data. The developed data-driven model is integrated by an improved genetic algorithm (IGA) for selecting optimal initial weight parameters of neural a network and a back-propagation neural network (BPNN) for adjusting appropriate connection architectures of neural network. First, improved genetic algorithm is used to optimize the reasonable initial weight parameters and prevent the developed model from selecting a local optimal result. Second, BPNN is applied to adjust appropriate connection architectures and identify the features of water quality variation. The developed model is then applied to forecast the surface water quality variations for real-time early warning in Ashi River, China, comparing with simple BPNN model. The prediction results demonstrate that the developed data-driven model can significantly improve the prediction performance both in prediction accuracy and reliability, and effectively provide real-time early warning for emergency response.",https://doi.org/10.1007/s11356-019-06049-2,10.1007/s11356-019-06049-2,"Jin, Tao; Cai, Shaobin; Jiang, Dexun; Liu, Jie",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Surface water quality; Water quality prediction; Early warning; Improved genetic algorithm; Back-propagation neural network,ARTIFICIAL NEURAL-NETWORK; RIVER-BASIN; SYSTEM; RESERVOIR; RISK,NA,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0944-1344,1614-7499,NA,ENVIRON SCI POLLUT R,Environ. Sci. Pollut. Res.,OCT,2019,26,29,30374,30385,NA,NA
FALSE,639,A generic data-driven technique for forecasting of reservoir inflow: Application for hydropower maximization,"A generic and scalable scheme is proposed for forecasting reservoir inflow to optimize reservoir operations for hydropower maximization. Short-term weather forecasts and antecedent hydrological variables were inputs to a three-layered hydrologically-relevant Artificial Neural Network (ANN) to forecast inflow for 7-days of lead-time. Application of the scheme was demonstrated over 23 dams in U.S. with varying hydrological characteristics and climate regimes. Probabilistic forecast was also explored by feeding ANN with ensembles of weather forecast fields. Results suggest forecasting skill improves with decreasing coefficient of variation in inflow and increasing drainage area. Forecast-informed operations were simulated using a rolling horizon scheme and assessed against benchmark control rules. Over two years of operations from Pensacola dam (Oklahoma), additional 47,253 MWh of energy could have been harvested without compromising flood risk with optimal operations. This study reinforces the potential of a numerically efficient and skillful reservoir inflow forecasting scheme to address water-energy security challenges.",https://doi.org/10.1016/j.envsoft.2019.06.008,10.1016/j.envsoft.2019.06.008,"Ahmad, Shahryar Khalique; Hussain, Faisal",ENVIRONMENTAL MODELLING & SOFTWARE,Reservoir inflow forecasting; Artificial neural network; Numerical weather prediction; Baseflow separation; Hydropower maximization; Global scalability,ARTIFICIAL NEURAL-NETWORKS; 10 ITERATIVE STEPS; SUSTAINABLE DEVELOPMENT; STREAMFLOW PREDICTION; GENETIC ALGORITHM; MODEL DEVELOPMENT; R-PACKAGE; OPTIMIZATION; PERFORMANCE; OPERATIONS,NA,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",1364-8152,1873-6726,NA,ENVIRON MODELL SOFTW,Environ. Modell. Softw.,SEP,2019,119,NA,147,165,NA,NA
FALSE,645,Ensemble Streamflow Forecasting Using an Energy Balance Snowmelt Model Coupled to a Distributed Hydrologic Model with Assimilation of Snow and Streamflow Observations,"In many river basins across the world, snowmelt is an important source of streamflow. However, detailed snowmelt modeling is hampered by limited input data and uncertainty arising from inadequate model structure and parametrization. Data assimilation that updates model states based on observations, reduces uncertainty and improves streamflow forecasts. In this study, we evaluated the Utah Energy Balance (UEB) snowmelt model coupled to the Sacramento Soil Moisture Accounting (SAC-SMA) and rutpix7 stream routing models, integrated within the Research Distributed Hydrologic Model (RDHM) framework for streamflow forecasting. We implemented an ensemble Kalman filter for assimilation of snow water equivalent (SWE) observations in UEB and a particle filter for assimilation of streamflow to update the SAC-SMA and rutpix7 states. Using leave one out validation, it was shown that the modeled SWE at a location where observations were excluded from data assimilation was improved through assimilation of data from other stations, suggesting that assimilation of sparse observations of SWE has the potential to improve the distributed modeling of SWE over watershed grid cells. In addition, the spatially distributed snow data assimilation improved streamflow forecasts and the forecast volume error was reduced. On the other hand, the assimilation of streamflow observations did not provide additional forecast improvement over that achieved by the SWE assimilation for seasonal forecast volume likely due to there being little information content in streamflow at the forecast date prior to its rising during the melt period and this application of particle filter being better suited for shorter timescales.",https://doi.org/10.1029/2019WR025472,10.1029/2019WR025472,"Gichamo, Tseganeh Z.; Tarboton, David G.",WATER RESOURCES RESEARCH,ensemble streamflow forecast; Utah Energy Balance (UEB) snowmelt model; Research Distributed Hydrologic Model (RDHM); data assimilation; ensemble Kalman filter (EnKF); particle filter (PF),SURFACE-TEMPERATURE; TURBULENT FLUXES; KALMAN FILTER; SOIL-MOISTURE; INFORMATION; PRECIPITATION; FREQUENCY; STATES,NA,AMER GEOPHYSICAL UNION,WASHINGTON,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",0043-1397,1944-7973,NA,WATER RESOUR RES,Water Resour. Res.,DEC,2019,55,12,10813,10838,NA,NA
