"hydro_plus_model_approach","Result Number","Article Title","Abstract","DOI...4","DOI...5","Author Full Names","Source Title","Author Keywords","Keywords Plus","Affiliations","Publisher","Publisher City","Publisher Address","ISSN","eISSN","ISBN","Journal Abbreviation","Journal ISO Abbreviation","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Article Number","...26"
FALSE,384,"Towards an Operational Flow Forecasting System for the Upper Niagara River","The authors developed a Hydrologic Engineering Center-River Analysis System (HEC-RAS) model to serve as the key component of a new, first-of-its-kind, short-term operational flow forecasting system for the Niagara River. The Niagara River transports a continental-scale flow (with an annual mean of roughly6,300 m3/s) that supports the economy of both the United States and Canada through hydropower generation, tourism, and other activities. The river also serves as a link connecting the two most downstream lakes (Lakes Erie and Ontario) in the largest system of lakes on Earth. Despite its significance, the authors know of no federally operated, short-term forecasting system for the Niagara River. Hydropower facilities management and other water resources management activities on the river have historically relied on an array of experimental, in-house, or proprietary models to simulate and forecast Niagara River flows. The study presented here fills this gap in large-scale hydraulic modeling and engineering science by calibrating a HEC-RAS model for the Upper Niagara River and customizing it to meet the operational requirements of the National Oceanic and Atmospheric Administration (NOAA) National Weather Service (NWS) Northeast River Forecasting Center (NERFC). The skill of the new forecasting system, which was recently deployed in its operational environment at the NERFC, will depend in large part on the accuracy of meteorological boundary conditions. The authors envision a more comprehensive assessment of the system's forecasting skill and other potential future model improvements as an area for future research. (c) 2020 American Society of Civil Engineers.","https://doi.org/10.1061/(ASCE)HY.1943-7900.0001781","10.1061/(ASCE)HY.1943-7900.0001781","Labuhn, Katherine; Gronewold, Andrew D.; Calappi, Timothy; MacNeil, Alison; Brown, Christine; Anderson, Eric J.","JOURNAL OF HYDRAULIC ENGINEERING","River discharge; Hydrologic Engineering Center-River Analysis System (HEC-RAS); Forecasting; Hydraulic model","ST CLAIR; ICE JAM; HEC-RAS; UNCERTAINTY; ROUGHNESS; DISCHARGE; CALIBRATION; RUNOFF; MODEL; POWER",NA,"ASCE-AMER SOC CIVIL ENGINEERS","RESTON","1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA","0733-9429","1943-7900",NA,"J HYDRAUL ENG","J. Hydraul. Eng.-ASCE","SEP 1",2020,"146","9",NA,NA,"5020006",NA
FALSE,385,"Evaluation of artificial intelligence models for flood and drought forecasting in arid and tropical regions","With the advancement of computer science, Artificial Intelligence (AI) is being incorporated into many fields to increase prediction performance. Disaster management is one of the main fields embracing the techniques of AI. It is essential to forecast the occurrence of disasters in advance to take the necessary mitigation steps and reduce damage to life and property. Therefore, many types of research are conducted to predict such events due to climate change in advance using hydrological, mathematical, and AI-based approaches. This paper presents a comparison of three major accepted AI-based approaches in flood and drought forecasting. In this study, fluvial floods are measured by the runoff change in rivers whereas meteorological droughts are measured using the Standard Precipitation Index (SPI). The performance of the Convolutional Neural Network (CNN), Long-Short Term Memory network (LSTM), and Wavelet decomposition functions combined with the Adaptive NeuroFuzzy Inference System (WANFIS) are compared in flood and drought forecasting, with five statistical performance criteria and accepted flood and drought indicators used for comparison, extending to two climatic regions: arid and tropical. The results suggest that the CNN performs best in flood forecasting with WANFIS for meteorological drought forecasting, regardless of the climate of the region under study. Besides, the results demonstrate the increased accuracy of the CNN in applications with multiple features in the input.","https://doi.org/10.1016/j.envsoft.2021.105136","10.1016/j.envsoft.2021.105136","Adikari, Kasuni E.; Shrestha, Sangam; Ratnayake, Dhanika T.; Budhathoki, Aakanchya; Mohanasundaram, S.; Dailey, Matthew N.","ENVIRONMENTAL MODELLING & SOFTWARE","Forecasting; Floods; Droughts; Artificial intelligence; Convolutional neural network; Long-short term memory network","INDEX; PROVINCE",NA,"ELSEVIER SCI LTD","OXFORD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","1364-8152","1873-6726",NA,"ENVIRON MODELL SOFTW","Environ. Modell. Softw.","OCT",2021,"144",NA,NA,NA,"105136",NA
FALSE,386,"Stochastic Forecasting Models of the Monthly Streamflow for the Blue Nile at Eldiem Station","Egypt is almost totally dependent on the River Nile for satisfying about 95% of its water requirements. The River Nile has three main tributaries: White Nile, Blue Nile, and River Atbara. The Blue Nile contributes about 60% of total annual flow reached the River Nile at Aswan High Dam. The goal of this research is to develop a reliable stochastic model for the monthly streamflow of the Blue Nile at Eldiem station, where the Grand Ethiopian Renaissance Dam (GERD) is currently under construction with a storage capacity of about 74 billion m(3). The developed model may help to carry out a reliable study on the filling scenarios of GERD reservoir and to minimize its expected negative side effects on Sudan and Egypt. The linear models: Deseasonalized AutoRegressive Moving Average (DARMA) model, Periodic AutoRegressive Moving Average (PARMA) model and Seasonal AutoRegressive Integrated Moving Average (SARIMA) model; and the nonlinear Artificial Neural Network (ANN) model are selected for modeling monthly streamflow at Eldiem station. The performance of various models during calibration and validation were evaluated using the statistical indices: Mean Absolute Error, Root Mean Square Error and coefficient of determination (R-2) which indicate the strength of fitting between observed and forecasted values. The results show that the performance of the nonlinear model (ANN) was much better than all investigated linear models (DARMA, PARMA and SARIMA) in forecasting the monthly flow discharges at Eldiem station.","https://doi.org/10.1134/S0097807818030041","10.1134/S0097807818030041","Elganainy, Mohamed A.; Eldwer, Alaa E.","WATER RESOURCES","Nile River; Blue Nile; Eldiem station; GERD; DARMA model; PARMA model; SARIMA; ANN","ARTIFICIAL NEURAL-NETWORKS; TIME-SERIES; RIVER; PREDICTION; FLOWS",NA,"MAIK NAUKA/INTERPERIODICA/SPRINGER","NEW YORK","233 SPRING ST, NEW YORK, NY 10013-1578 USA","0097-8078","1608-344X",NA,"WATER RESOUR+","Water Resour.","MAY",2018,"45","3","326","337",NA,NA
FALSE,390,"Flood Forecasting and Warning System Structures: Procedure and Application to a Small Urban Stream in South Korea","The runoff from heavy rainfall reaches urban streams quickly, causing them to rise rapidly. It is therefore of great importance to provide sufficient lead time for evacuation planning and decision making. An efficient flood forecasting and warning method is crucial for ensuring adequate lead time. With this objective, this paper proposes an analysis method for a flood forecasting and warning system, and establishes the criteria for issuing urban-stream flash flood warnings based on the amount of rainfall to allow sufficient lead time. The proposed methodology is a nonstructural approach to flood prediction and risk reduction. It considers water level fluctuations during a rainfall event and estimates the upstream (alert point) and downstream (confluence) water levels for water level analysis based on the rainfall intensity and duration. We also investigate the rainfall/runoff and flow rate/water level relationships using the Hydrologic Engineering Center's Hydrologic Modeling System (HEC-HMS) and the HEC's River Analysis System (HEC-RAS) models, respectively, and estimate the rainfall threshold for issuing flash flood warnings depending on the backwater state based on actual watershed conditions. We present a methodology for issuing flash flood warnings at a critical point by considering the effects of fluctuations in various backwater conditions in real time, which will provide practical support for decision making by disaster protection workers. The results are compared with real-time water level observations of the Dorim Stream. Finally, we verify the validity of the flash flood warning criteria by comparing the predicted values with the observed values and performing validity analysis.","https://doi.org/10.3390/w11081571","10.3390/w11081571","Song, Yangho; Park, Yoonkyung; Lee, Jungho; Park, Moojong; Song, Youngseok","WATER","flash flood forecasting; flood forecasting and warning system; flood warning criteria; rainfall; runoff","GENETIC PROGRAMMING-MODEL; RUNOFF",NA,"MDPI","BASEL","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,"2073-4441",NA,"WATER-SUI","Water","AUG",2019,"11","8",NA,NA,"1571",NA
FALSE,393,"Assessing the value of seasonal hydrological forecasts for improving water resource management: insights from a pilot application in the UK","Improved skill of long-range weather forecasts has motivated an increasing effort towards developing seasonal hydrological forecasting systems across Europe. Among other purposes, such forecasting systems are expected to support better water management decisions. In this paper we evaluate the potential use of a real-time optimization system (RTOS) informed by seasonal forecasts in a water supply system in the UK. For this purpose, we simulate the performances of the RTOS fed by ECMWF seasonal forecasting systems (SEAS5) over the past 10 years, and we compare them to a benchmark operation that mimics the common practices for reservoir operation in the UK. We also attempt to link the improvement of system performances, i.e. the forecast value, to the forecast skill (measured by the mean error and the continuous ranked probability skill score) as well as to the bias correction of the meteorological forcing, the decision maker priorities, the hydrological conditions and the forecast ensemble size. We find that in particular the decision maker priorities and the hydrological conditions exert a strong influence on the forecast skill-value relationship. For the (realistic) scenario where the decision maker prioritizes the water resource availability over energy cost reductions, we identify clear operational benefits from using seasonal forecasts, provided that forecast uncertainty is explicitly considered by optimizing against an ensemble of 25 equiprobable forecasts. These operational benefits are also observed when the ensemble size is reduced up to a certain limit However, when comparing the use of ECMWF-SEAS5 products to ensemble streamflow prediction (ESP), which is more easily derived from historical weather data, we find that ESP remains a hard-to-beat reference, not only in terms of skill but also in terms of value.","https://doi.org/10.5194/hess-24-6059-2020","10.5194/hess-24-6059-2020","Penuela, Andres; Hutton, Christopher; Pianosi, Francesca","HYDROLOGY AND EARTH SYSTEM SCIENCES",NA,"ENSEMBLE PREDICTION; SYSTEMS-ANALYSIS; STREAMFLOW; PERFORMANCE; SKILL; OPTIMIZATION; VERIFICATION; FUTURE; RAW",NA,"COPERNICUS GESELLSCHAFT MBH","GOTTINGEN","BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY","1027-5606","1607-7938",NA,"HYDROL EARTH SYST SC","Hydrol. Earth Syst. Sci.","DEC 23",2020,"24","12","6059","6073",NA,NA
FALSE,394,"Predicting Energy Generation Using Forecasting Techniques in Catalan Reservoirs","Reservoirs are natural or artificial lakes used as a source of water supply for society daily applications. In addition, hydroelectric power plants produce electricity while water flows through the reservoir. However, reservoirs are limited natural resources since water levels vary according to annual rainfalls and other natural events, and consequently, the energy generation. Therefore, forecasting techniques are helpful to predict water level, and thus, electricity production. This paper examines state-of-the-art methods to predict the water level in Catalan reservoirs comparing two approaches: using the water level uniquely, uni-variant; and adding meteorological data, multi-variant. With respect to relating works, our contribution includes a longer times series prediction keeping a high precision. The results return that combining Support Vector Machine and the multi-variant approach provides the highest precision with an R2value of 0.99.","https://doi.org/10.3390/en12101832","10.3390/en12101832","Parada, Raul; Font, Jordi; Casas-Roma, Jordi","ENERGIES","forecasting; reservoir; series analysis","FUZZY INFERENCE SYSTEM; NEURAL-NETWORKS; LEVEL FLUCTUATIONS; TIME-SERIES; VARIABLES; INFLOW; MODEL",NA,"MDPI","BASEL","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","1996-1073",NA,NA,"ENERGIES","Energies","MAY 2",2019,"12","10",NA,NA,"1832",NA
FALSE,395,"Forecasting Water Quality Index in Groundwater Using Artificial Neural Network","Groundwater quality monitoring in the vicinity of drilling sites is crucial for the protection of water resources. Selected physicochemical parameters of waters were marked in the study. The water was collected from 19 wells located close to a shale gas extraction site. The water quality index was determined from the obtained parameters. A secondary objective of the study was to test the capacity of the artificial neural network (ANN) methods to model the water quality index in groundwater. The number of ANN input parameters was optimized and limited to seven, which was derived using a multiple regression model. Subsequently, using the stepwise regression method, models with ever fewer variables were tested. The best parameters were obtained for a network with five input neurons (electrical conductivity, pH as well as calcium, magnesium and sodium ions), in addition to five neurons in the hidden layer. The results showed that the use of the parameters is a convenient approach to modeling water quality index with satisfactory and appropriate accuracy. Artificial neural network methods exhibited the capacity to predict water quality index at the desirable level of accuracy (RMSE = 0.651258, R = 0.9992 and R-2 = 0.9984). Neural network models can thus be used to directly predict the quality of groundwater, particularly in industrial areas. This proposed method, using advanced artificial intelligence, can aid in water treatment and management. The novelty of these studies is the use of the ANN network to forecast WQI groundwater in an area in eastern Poland that was not previously studied-in Lublin.","https://doi.org/10.3390/en14185875","10.3390/en14185875","Kulisz, Monika; Kujawska, Justyna; Przysucha, Bartosz; Cel, Wojciech","ENERGIES","artificial neural network; prediction; regressions; groundwater; water quality index","RIVER-BASIN; PREDICTION; VARIABLES; PLAIN",NA,"MDPI","BASEL","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,"1996-1073",NA,"ENERGIES","Energies","SEP",2021,"14","18",NA,NA,"5875",NA
FALSE,397,"River/stream water temperature forecasting using artificial intelligence models: a systematic review","Water temperature is one of the most important indicators of aquatic system, and accurate forecasting of water temperature is crucial for rivers. It is a complex process to accurately predict stream water temperature as it is impacted by a lot of factors (e.g., meteorological, hydrological, and morphological parameters). In recent years, with the development of computational capacity and artificial intelligence (AI), AI models have been gradually applied for river water temperature (RWT) forecasting. The current survey aims to provide a systematic review of the AI applications for modeling RWT. The review is to show the progression of advances in AI models. The pros and cons of the established AI models are discussed in detail. Overall, this research will provide references for hydrologists and water resources engineers and planners to better forecast RWT, which will benefit river ecosystem management.","https://doi.org/10.1007/s11600-020-00480-7","10.1007/s11600-020-00480-7","Zhu, Senlin; Piotrowski, Adam P.","ACTA GEOPHYSICA","River water temperature forecasting; Artificial intelligence models; Hybrid model; Review","EXTREME LEARNING-MACHINE; NONLINEAR-REGRESSION MODEL; STREAM TEMPERATURE; NEURAL-NETWORK; RIVER TEMPERATURE; AIR-TEMPERATURE; CLIMATE-CHANGE; WAVELET TRANSFORM; POTENTIAL IMPACTS; NEW-BRUNSWICK",NA,"SPRINGER INTERNATIONAL PUBLISHING AG","CHAM","GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND","1895-6572","1895-7455",NA,"ACTA GEOPHYS","Acta Geophys.","OCT",2020,"68","5","1433","1442",NA,NA
FALSE,398,"An overview of river flood forecasting procedures in Canadian watersheds","This paper discusses flood forecasting procedures currently practiced at the Canadian provincial river flood forecast centers. In Canada, each province is responsible for collecting and managing meteorological and hydrometric data (through provincial authorities and/or under Federal/Provincial agreements), developing suitable hydrological models, and providing information about river discharge and water level to the public. In case of an extreme event such as flood or drought, the forecast center is responsible for issuing alerts and supporting provincial emergency management. Due to the large diversity in landscape, weather, and hydrological features across the country, extreme events are triggered by different mechanisms such as snowmelt, heavy rainfall, rain on snow, etc., at different times of the year. Each river forecast center deals with unique challenges in data collection, hydrologic/hydraulic modeling, and flood forecasting. Thus, the focus of the Center in planning for developments and future directions could be significantly different from one province to another. In this paper, the significance of river flood forecasting in Canada, as well as the development in hydrological modelling procedures are highlighted. Moreover, an overview of the current approaches for streamflow/flood forecasting used by the Centers is provided. The content presented here is an outcome of our interaction with the forecast centers. This further resulted in identifying a number of research questions to help bridge the gap between ongoing research and needs of the Centers.","https://doi.org/10.1080/07011784.2019.1601598","10.1080/07011784.2019.1601598","Zahmatkesh, Zahra; Jha, Sanjeev Kumar; Coulibaly, Paulin; Stadnyk, Tricia","CANADIAN WATER RESOURCES JOURNAL","Hydrologic modeling procedure; Canadian river flood forecast centers; Procedure de modelisation hydrologique; Centres Canadiens de prevision des crues des rivieres","MODELING TECHNIQUES; BASIN; RISK; VULNERABILITY; MANAGEMENT; MANITOBA; WETLANDS",NA,"TAYLOR & FRANCIS INC","PHILADELPHIA","530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","0701-1784","1918-1817",NA,"CAN WATER RESOUR J","Can. Water Resour. J.",NA,2019,"44","3","213","229",NA,NA
FALSE,399,"Monthly runoff time series prediction by variational mode decomposition and support vector machine based on quantum-behaved particle swarm optimization","Accurate monthly runoff prediction plays an important role in the planning and management of water resources. However, owing to climate changes and human activities, natural runoff often contains a variety of frequency components, and existing monthly runoff estimation techniques may fail to capture potential change processes effectively. To overcome this problem, we have developed a hybrid model for monthly runoff prediction. First, observed runoff is decomposed into several subcomponents via variational mode decomposition. Second, support vector machine models based on quantum-behaved particle swarm optimization are adopted to identify the input-output relationships hidden in each subcomponent. Finally, the total output of all submodules is treated as the final forecasting result for the original runoff. Three quantitative indexes are considered to test the performance of the developed models. The monthly streamflow of two reservoirs in China's Yangtze Valley is considered as the survey target. This area contains the world's largest hydropower project (Three Gorges Reservoir) and the waterhead of the middle line of Asia's largest inter-basin water transfer project (Danjiangkou Reservoir). Test results indicate that the hybrid model provides better forecasting accuracy compared to several traditional methods (artificial neural networks and extreme learning machines), making it an effective tool for the scientific operation of hydropower reservoirs.","https://doi.org/10.1016/j.jhydrol.2020.124627","10.1016/j.jhydrol.2020.124627","Feng, Zhong-kai; Niu, Wen-jing; Tang, Zheng-yang; Jiang, Zhi-qiang; Xu, Yang; Liu, Yi; Zhang, Hai-rong","JOURNAL OF HYDROLOGY","Monthly runoff prediction; Decomposition and ensemble; Machine learning technique; Swarm intelligence method; Three Gorges and Danjiangkou Reservoirs","CASCADE HYDROPOWER STATIONS; MEMRISTIVE NEURAL-NETWORKS; CLIMATE-CHANGE IMPACTS; OPTIMAL OPERATION; ARTIFICIAL-INTELLIGENCE; TERM; ALGORITHM; RESERVOIR; RULES; CLASSIFICATION",NA,"ELSEVIER","AMSTERDAM","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","0022-1694","1879-2707",NA,"J HYDROL","J. Hydrol.","APR",2020,"583",NA,NA,NA,"124627",NA
FALSE,400,"Changes in river water resources of the Russian Federation's economic regions forecasted based on the CMIP5 runoff data","The article presents predictive estimates of changes in river water resources in eleven economic regions of the Russian Federation for the period of 2030 and 2050 based on the use of river runoff data of the atmospheric and ocean general circulation models (AOGCM) of the CMIP5 project. An overview of the design schemes of the AOGCM river runoff used in the research is made. The methodology uses an ensemble approach. The predictive estimates were carried out for two forecast periods 2021-2040 and 2041-2060 in relation to the period 1981-20 0 0, which was chosen as the base one. The calculations were made on the basis of an ensemble of 24 selected models for both the moderately aggressive RCP4.5 scenario and the hard RCP8.5 scenario. The results obtained were averaged over 20-year periods and compared with the corresponding values for the period 1981-20 0 0. According to the results obtained, in the coming decades there is no reason to expect any significant changes in river flow as a result of climate change. For most of the country's territory, a slight increase in annual runoff is most likely, which is within the limits of its natural variability. The most abundant river water resources will be the Asian part of the Russian Federation and the adjacent eastern part of the European territory of Russia. The most problematic from the point of view of water resources provision will be the Central Black Earth, North Caucasus and Volga economic regions. There will be more water in those regions where it is sufficient, and less where it is most needed. It should be noted that the technique presented in this article is considered by the authors primarily as one of the alternative forecasting methods that must be used in conjunction with other accepted methods. However, given the continuous process of improving the AOGCMs, as well as the quality of the information they provide, this approach should be considered as one of the most promising. (c) 2021 European Regional Centre for Ecohydrology of the Polish Academy of Sciences. Published by Elsevier B.V. All rights reserved.","https://doi.org/10.1016/j.ecohyd.2021.06.004","10.1016/j.ecohyd.2021.06.004","Georgievsky, Mikhail; Golovanov, Oleg; Balonishnikova, Zhanna; Timofeeva, Larisa","ECOHYDROLOGY & HYDROBIOLOGY","Predictive modeling; climate change; CMIP5; economic regions of the Russian Federation; river water resources","MODEL DEVELOPMENT; CLIMATE",NA,"EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES","LODZ","3 TYLNA STR, LODZ, PORTUGAL","1642-3593","2080-3397",NA,"ECOHYDROL HYDROBIOL","Ecohydrol. Hydrobiol.","OCT",2021,"21","4","669","682",NA,NA
FALSE,401,"Evaluation of four hydrological models for operational flood forecasting in a Canadian Prairie watershed","The complexities of the Prairie watersheds, including potholes, drainage interconnectivities, changing land-use patterns, dynamic watershed boundaries and hydro-meteorological factors, have made hydrological modelling on Prairie watersheds one of the most complex task for hydrologists and operational hydrological forecasters. In this study, four hydrological models (WATFLOOD, HBV-EC, HSPF and HEC-HMS) were developed, calibrated and tested for their efficiency and accuracy to be used as operational flood forecasting tools. The Upper Assiniboine River, which flows into the Shellmouth Reservoir, Canada, was selected for the analysis. The performance of the models was evaluated by the standard statistical methods: the Nash-Sutcliffe efficiency coefficient, correlation coefficient, root mean squared error, mean absolute relative error and deviation of runoff volumes. The models were evaluated on their accuracy in simulating the observed runoff for calibration and verification periods (2005-2015 and 1994-2004, respectively) and also their use in operational forecasting of the 2016 and 2017 runoff.","https://doi.org/10.1080/02626667.2018.1474219","10.1080/02626667.2018.1474219","Unduche, Fisaha; Tolossa, Habtamu; Senbeta, Degefa; Zhu, Eric","HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES","Prairie watershed; hydrological model; hydrological forecasting; Shellmouth basin; hydrological forecast centre; hydrological model evaluation","SNOWMELT INFILTRATION; AUTOMATIC CALIBRATION; RIVER-BASIN; HEC-HMS; STREAMFLOW; WARNINGS; RUNOFF; SOIL",NA,"TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","0262-6667","2150-3435",NA,"HYDROLOG SCI J","Hydrol. Sci. J.-J. Sci. Hydrol.",NA,2018,"63","8","1133","1149",NA,NA
FALSE,402,"Short-term forecasting of monthly water consumption in hyper-arid climate using recurrent neural networks","Freshwater supply is a major challenge in regions with limited water resources and extremely arid climatic conditions. The objective of this study is to model the monthly water demand in Kuwait using the nonlinear autoregressive with exogenous input (NARX) neural network approach. The country lacks conventional surface water resources and is characterized by extremely arid climate. In addition, it has one of the fastest growing populations. In this study, linear detrending is performed on the water consumption time series for the period from January 1993 to December 2018 to eliminate the influence of population growth before application to the NARX model. Monthly temperature data are selected as exogenous input to the NARX model, because they are strongly associated with the water consumption data. Correlation analyses are performed to determine the input and feedback delays of the NARX model. The results demonstrate that the recurrent NARX model is efficient and robust for forecasting the short-term water demand, with a Nash-Sutcliffe (NS) coefficient of 0.837 in the validation period. Seasonal model assessment shows that the model performs best during the critical summer season. The NARX-based recurrent model is established as a powerful and promising tool for predicting urban water demand. Thus, it can efficiently aid the development of resilient water supply plans.","https://doi.org/10.36909/jer.v9i3A.10893","10.36909/jer.v9i3A.10893","Alsumaiei, Abdullah A.","JOURNAL OF ENGINEERING RESEARCH","Water supply modeling; NARX model; Linear detrending; Water footprint; Developing countries","DEMAND; PREDICTION; RESOURCES; SCARCITY; IMPACT; MODEL; CITY; ANN",NA,"ACADEMIC PUBLICATION COUNCIL","KHALDIYA","PO BOX 17225, KHALDIYA 72453, KUWAIT","2307-1877","2307-1885",NA,"J ENG RES-KUWAIT","J. Eng. Res.","SEP",2021,"9","3B","56","69",NA,NA
FALSE,403,"Streamflow forecast sensitivity to air temperature forecast calibration for 139 Norwegian catchments","In this study, we used meteorological ensemble forecasts as input to hydrological models to quantify the uncertainty in forecasted streamflow, with a particular focus on the effect of temperature forecast calibration on the streamflow ensemble forecast skill. In catchments with seasonal snow cover, snowmelt is an important flood-generating process. Hence, high-quality air temperature data are important to accurately forecast streamflows. The sensitivity of streamflow ensemble forecasts to the calibration of temperature ensemble forecasts was investigated using ensemble forecasts of temperature from the European Centre for Medium-Range Weather Forecasts (ECMWF) covering a period of nearly 3 years, from 1 March 2013 to 31 December 2015. To improve the skill and reduce biases of the temperature ensembles, the Norwegian Meteorological Institute (MET Norway) provided parameters for ensemble calibration, derived using a standard quantile mapping method where HIRLAM, a high-resolution regional weather prediction model, was used as reference. A lumped HBV (Hydrologiska Byrans Vatten-balansavdelning) model, distributed on 10 elevation zones, was used to estimate the streamflow. The results show that temperature ensemble calibration affected both temperature and streamflow forecast skill, but differently depending on season and region. We found a close to 1 : 1 relationship between temperature and streamflow skill change for the spring season, whereas for autumn and winter large temperature skill improvements were not reflected in the streamflow forecasts to the same degree. This can be explained by streamflow being less affected by subzero temperature improvements, which accounted for the biggest temperature biases and corrections during autumn and winter. The skill differs between regions. In particular, there is a cold bias in the forecasted temperature during autumn and winter along the coast, enabling a large improvement by calibration. The forecast skill was partly related to elevation differences and catchment area. Overall, it is evident that temperature forecasts are important for streamflow forecasts in climates with seasonal snow cover.","https://doi.org/10.5194/hess-23-723-2019","10.5194/hess-23-723-2019","Hegdahl, Trine J.; Engeland, Kolbjorn; Steinsland, Ingelin; Tallaksen, Lena M.","HYDROLOGY AND EARTH SYSTEM SCIENCES",NA,"ENSEMBLE PREDICTION; RANK HISTOGRAMS; MODEL; ECMWF; UNCERTAINTIES; PRECIPITATION; FLOODS",NA,"COPERNICUS GESELLSCHAFT MBH","GOTTINGEN","BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY","1027-5606","1607-7938",NA,"HYDROL EARTH SYST SC","Hydrol. Earth Syst. Sci.","FEB 7",2019,"23","2","723","739",NA,NA
FALSE,404,"Streamflow drought: implication of drought definitions and its application for drought forecasting","Streamflow drought forecasting is a key element of contemporary drought early warning systems (DEWS). The term streamflow drought forecasting (not streamflow forecasting), however, has created confusion within the scientific hydrometeorological community as well as in operational weather and water management services. Streamflow drought forecasting requires an additional step, which is the application of a drought identification method to the forecasted streamflow time series. The way streamflow drought is identified is the main reason for this misperception. The purpose of this study, therefore, is to provide a comprehensive overview of the differences between different drought identification approaches to identify droughts in European rivers, including an analysis of both historical drought and implications for forecasting. Streamflow data were obtained from the LISFLOOD hydrological model forced with gridded meteorological observations (known as LISFLOOD-Simulation Forced with Observed, SFO). The same model fed with seasonal meteorological forecasts of the European Centre for Medium-Range Weather Forecasts system 5 (ECMWF SEAS 5) was used to obtain the forecasted streamflow. Streamflow droughts were analyzed using the daily and monthly variable threshold methods (VTD and VTM, respectively), the daily and monthly fixed threshold methods (FTD and FTM, respectively), and the Standardized Streamflow Index (SSI). Our results clearly show that streamflow droughts derived from different approaches deviate from each other in their characteristics, which also vary in different climate regions across Europe. The daily threshold methods (FTD and VTD) identify 25 %-50 % more drought events than the monthly threshold methods (FTM and VTM), and accordingly the average drought duration is longer for the monthly than for the daily threshold methods. The FTD and FTM, in general, identify drought occurrences earlier in the year than the VTD and VTM. In addition, the droughts obtained with the VTM and FTM approaches also have higher drought deficit volumes (about 25 %-30 %) than the VTD and FTD approaches. Overall, the characteristics of SSI-1 drought are close to what is being identified by the VTM. The different outcome obtained with the drought identification methods illustrated with the historical analysis is also found in drought forecasting, as documented for the 2003 drought across Europe and for the Rhine River specifically. In the end, there is no unique hydrological drought definition (identification method) that fits all purposes, and hence developers of DEWS and end-users should clearly agree in the co-design phase upon a sharp definition of which type of streamflow drought is required to be forecasted for a specific application.","https://doi.org/10.5194/hess-25-3991-2021","10.5194/hess-25-3991-2021","Sutanto, Samuel J.; Van Lanen, Henny A. J.","HYDROLOGY AND EARTH SYSTEM SCIENCES",NA,"EUROPEAN 2015 DROUGHT; HYDROLOGICAL DROUGHT; ENSEMBLE PREDICTION; RIVER-BASIN; PROPAGATION; CLIMATE; GROUNDWATER; IMPACTS; IDENTIFICATION; INDICATOR",NA,"COPERNICUS GESELLSCHAFT MBH","GOTTINGEN","BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY","1027-5606","1607-7938",NA,"HYDROL EARTH SYST SC","Hydrol. Earth Syst. Sci.","JUL 8",2021,"25","7","3991","4023",NA,NA
