"date","result_num","freshwater","forecast","uncertainty","nearterm","model_approach","notes","hydrological","email"
"6/29/2022 9:47:57",473,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:52:01",474,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:54:47",475,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/29/2022 9:57:01",477,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:58:45",478,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 10:01:46",479,"yes; surface water","forecast","yes","yes","time series model (e.g. ARIMA)",NA,"yes","melofton@vt.edu"
"6/29/2022 10:02:20",480,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 10:02:55",481,"yes; surface water","none of the above",NA,NA,NA,"review paper on Bayesian flood forecasting","yes","melofton@vt.edu"
"4/12/2022 17:15",482,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 10:48:19",483,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"4/12/2022 17:31",484,"yes; surface water","hindcast","no","yes","other",NA,"yes","melofton@vt.edu"
"6/29/2022 11:05:20",486,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:06:48",487,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:11:09",488,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:14:44",492,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:19:37",494,"yes; surface water","forecast","yes","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"4/12/2022 17:46",495,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:30:42",496,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 11:33:05",497,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 11:34:56",498,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:44:53",499,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)","very cool automated workflow","no","melofton@vt.edu"
"6/29/2022 11:48:32",501,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 11:50:17",503,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 11:52:48",504,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 11:55:31",505,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 12:15:03",508,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 12:15:57",509,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 12:19:23",510,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/29/2022 12:19:44",511,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 12:20:55",513,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 9:05:32",514,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/8/2022 9:07:38",515,"yes; surface water","forecast","yes","no","empirical",NA,"no","melofton@vt.edu"
"6/8/2022 9:10:14",516,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/8/2022 9:12:23",517,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 6:55",518,"yes; surface water","forecast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/8/2022 10:01:10",519,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 10:07:13",521,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 10:08:25",522,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 10:09:47",523,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 10:12:38",524,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/8/2022 11:06:45",525,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/8/2022 11:12:37",527,"yes; groundwater","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 11:17:05",529,"yes; surface water","forecast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)","very cool using runoff forecasts to provide optimal flow release forecasts","yes","melofton@vt.edu"
"6/8/2022 11:17:50",530,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/8/2022 11:19:05",531,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/8/2022 11:20:06",532,"yes; surface water","forecast","yes","yes","numerical","Looks like a good paper thinking abt forecast visualization","yes","melofton@vt.edu"
"6/8/2022 11:23:03",533,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 11:23:32",534,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 11:24:34",535,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 11:28:30",537,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/8/2022 11:30:13",538,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 11:31:59",540,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/8/2022 11:34:22",542,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 11:41:08",544,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/8/2022 11:41:45",545,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 11:50:47",546,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/8/2022 11:52:47",547,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 11:55:33",548,"yes; surface water","forecast","yes","yes","ARIMA, machine",NA,"yes","melofton@vt.edu"
"2/21/2022 11:08",549,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"2/24/2022 12:53",550,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"2/24/2022 12:57",551,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"2/24/2022 16:45",553,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 8:36:01",554,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"2/24/2022 16:53",555,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model); machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"2/24/2022 16:55",556,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"2/24/2022 16:57",557,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:53:38",558,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"3/1/2022 10:21",559,"yes; surface water","hindcast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"3/1/2022 10:49",563,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"3/1/2022 10:49",563,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/8/2022 12:27:52",564,"yes; surface water","forecast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model), empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 12:29:42",566,"yes; surface water","forecast","yes","yes","machine","UC as model selection uncertainty- see Fig 10","yes","melofton@vt.edu"
"6/8/2022 12:30:32",567,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/8/2022 12:33:50",569,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/8/2022 12:35:26",570,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA)",NA,"no","melofton@vt.edu"
"6/8/2022 12:37:21",571,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/8/2022 12:38:37",572,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/8/2022 13:25:34",574,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:30:07",576,"yes; groundwater","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/8/2022 13:30:52",577,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 13:34:37",578,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:38:30",582,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:39:02",583,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/8/2022 13:40:21",584,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:43:46",585,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:46:29",587,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/8/2022 13:47:23",588,"yes; surface water","hindcast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/8/2022 13:49:47",589,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/8/2022 13:52:43",590,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:54:27",591,"yes; surface water","forecast","can't tell","yes","empirical","paper not in English","yes","melofton@vt.edu"
"6/8/2022 13:56:19",592,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 13:57:20",593,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/9/2022 7:44:20",594,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 7:47:43",596,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 7:48:44",597,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 7:53:20",601,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/9/2022 7:54:35",602,"yes; surface water","hindcast","yes","yes","empirical, machine",NA,"yes","melofton@vt.edu"
"6/9/2022 7:57:18",604,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 7:58:14",605,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 8:00:15",606,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:01:01",607,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 8:01:49",608,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:02:34",609,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:04:55",610,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:07:13",611,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 8:09:24",612,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:12:55",613,"yes; surface water","forecast","yes","yes","numerical","cool data assimilation of social media data into flood models","yes","melofton@vt.edu"
"6/9/2022 8:13:42",614,"yes; surface water","none of the above",NA,NA,NA,"cool social science study looking at how reservoir operators respond to uncertainty in snowmelt runoff forecasts","yes","melofton@vt.edu"
"6/9/2022 8:15:08",615,"yes; surface water","hindcast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:16:43",616,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:17:41",617,"yes; surface water","forecast","yes","yes","empirical, machine",NA,"yes","melofton@vt.edu"
"6/9/2022 8:19:36",618,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/9/2022 8:20:14",619,"yes; surface water","forecast","yes","yes","empirical, process-based",NA,"yes","melofton@vt.edu"
"6/9/2022 8:20:43",620,"yes; surface water","none of the above",NA,NA,NA,"Rousso et al review","no","melofton@vt.edu"
"6/9/2022 8:22:10",621,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:23:33",624,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 8:25:43",625,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:27:41",627,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:29:14",628,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 17:30:54",629,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:33:11",630,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 8:34:40",631,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 8:37:20",633,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/9/2022 8:38:48",634,"yes; surface water","hindcast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:39:49",635,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 8:40:28",636,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 11:18:57",637,"yes; surface water","forecast","yes","yes","machine",NA,"no","melofton@vt.edu"
"6/9/2022 11:20:11",639,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/9/2022 11:24:34",640,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:25:09",641,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 11:26:40",643,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:28:49",645,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 11:29:30",646,"yes; surface water","forecast","yes","yes","empirical, machine",NA,"yes","melofton@vt.edu"
"6/9/2022 11:30:17",647,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 11:31:43",648,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:36:45",649,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/9/2022 11:42:35",650,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:43:18",651,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/9/2022 11:46:34",652,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 11:47:35",653,"yes; surface water","hindcast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 11:48:45",654,"yes; surface water","none of the above",NA,NA,NA,"symposium report on ice jam flood forecasting","yes","melofton@vt.edu"
"6/17/2022 8:26:00",655,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:52:31",656,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:56:06",657,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/17/2022 8:27:38",658,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 11:58:10",659,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/9/2022 11:58:51",660,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 12:04:37",666,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 12:06",668,"yes; surface water","forecast","no","yes","machine",NA,"no","melofton@vt.edu"
"6/9/2022 12:07",669,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:10:54",671,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/9/2022 12:12:17",672,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:12:56",673,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/9/2022 12:15:40",677,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/17/2022 8:37:04",679,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 12:18:06",680,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:20:23",681,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 12:21:32",682,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:22:01",683,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 12:33:46",684,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 12:35:55",685,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/9/2022 12:36:36",686,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/9/2022 12:37:48",687,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:39:20",688,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:39:40",689,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/9/2022 12:42:03",691,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:42:39",692,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 12:44:15",693,"yes; surface water","hindcast","no","yes","time series model (e.g. ARIMA)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:46:06",695,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/9/2022 12:47:34",696,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:49:31",698,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/9/2022 12:50:42",700,"yes; surface water","forecast","yes","yes","empirical, machine",NA,"yes","melofton@vt.edu"
"6/9/2022 12:51:57",702,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:53:59",705,"yes; surface water","forecast","yes","yes","empirical, process-based",NA,"yes","melofton@vt.edu"
"6/17/2022 8:38:54",706,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:56:50",707,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:58:06",709,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/9/2022 12:58:33",710,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/9/2022 12:59:20",711,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/9/2022 12:59:32",712,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/9/2022 13:01:32",713,"yes; groundwater","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 7:21:24",714,"yes; groundwater","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 7:25:12",715,"yes; surface water","hindcast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:28:11",716,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:29:33",717,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:30:52",718,"yes; surface water","forecast","yes","no","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:32:19",719,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:33:34",720,"yes; surface water","forecast","no","no","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:37:44",721,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:39:52",722,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:43:00",723,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:45:39",724,"yes; surface water","hindcast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:48:28",725,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:49:12",726,"yes; surface water","none of the above",NA,NA,NA,"review on drought forecasting","yes","melofton@vt.edu"
"7/4/2022 7:50:57",727,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/4/2022 7:51:39",728,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/4/2022 7:53:23",729,"yes; surface water","none of the above",NA,NA,NA,"VERY COOL looking at how indigenous people forecast floods using TEK (but doesn't actually present a forecast best I can tell)","yes","melofton@vt.edu"
"7/4/2022 7:54:31",730,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"7/5/2022 8:13:39",731,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"7/4/2022 7:56:30",732,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"7/4/2022 7:57:22",733,"yes; surface water","none of the above",NA,NA,NA,"review of how to incorporate uncertainty into ANN models for hydrological forecasting","yes","melofton@vt.edu"
"7/4/2022 7:58:41",734,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
